cluster_hdbscan,variable,count,media,mediana,desviacion_estandar,minimo,p25,p75,maximo,coeficiente_variacion
22,log_acs_proyec_kwh,196,7.9328838893701015,7.952615111650999,0.1732353012389191,7.004064959119545,7.899540263580331,8.007008998476984,8.453422375517574,0.021837619667048294
23,superficie_util,56,55.27857142857143,50.3,16.747295187698107,44.0,50.3,52.3,124.3,0.3029617943245555
23,u_norm_muro_principal,56,1.5999999999999999,1.6,2.2405409932236297e-16,1.6,1.6,1.6,1.6,1.4003381207647686e-16
23,u_norm_muro_secundario,56,1.5999999999999999,1.6,2.2405409932236297e-16,1.6,1.6,1.6,1.6,1.4003381207647686e-16
23,u_norm_techo_principal,56,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.0
23,u_norm_techo_secundario,56,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.0
23,log_calef_proyec_kwh,56,9.474424171030947,9.486676091636674,0.09359921160119103,9.149028639153038,9.443861885468529,9.54296234870781,9.635758422879972,0.009879145150306919
23,log_acs_proyec_kwh,56,8.056516276477527,8.011288771969316,0.14334150796193768,7.906510399277183,8.011288771969316,8.041927743048797,8.608038874715813,0.017791996322337165
24,superficie_util,119,47.957142857142856,44.8,10.283585500719354,42.2,42.7,48.7,105.8,0.2144328224755302
24,u_norm_muro_principal,119,1.0999999999999996,1.1,4.4596697386960855e-16,1.1,1.1,1.1,1.1,4.0542452169964427e-16
24,u_norm_muro_secundario,119,1.0999999999999996,1.1,4.4596697386960855e-16,1.1,1.1,1.1,1.1,4.0542452169964427e-16
24,u_norm_techo_principal,119,0.2800000000000002,0.28,1.6723761520110322e-16,0.28,0.28,0.28,0.28,5.972771971467968e-16
24,u_norm_techo_secundario,119,0.2800000000000002,0.28,1.6723761520110322e-16,0.28,0.28,0.28,0.28,5.972771971467968e-16
24,log_calef_proyec_kwh,119,9.679676225471502,9.72661313311539,0.15464230011699653,8.91545911413103,9.650419444600395,9.765904903701625,9.820453709206564,0.015975978588009417
24,log_acs_proyec_kwh,119,7.959742441331627,7.920010521993716,0.1169737042715745,7.873559722725753,7.883182467079869,7.986436932161368,8.518911713910201,0.014695664480822743
25,superficie_util,3354,45.7876267143709,47.2,15.317800117834784,17.3,33.8,51.3,167.0,0.33454016329322306
25,u_norm_muro_principal,3354,1.8999999999999995,1.9,4.441554275809682e-16,1.9,1.9,1.9,1.9,2.337660145162991e-16
