document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec,acs_proyec,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,cluster_hdbscan,cluster_probability,cluster_is_noise
ab8e102020,55.0,a,depto,no posee,calefont 10 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
09a6d62022,47.9,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,36,1.0,False
152d942023,43.7,f,casa_aislada,estufa a pellets bosca ecosmart,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,-1,0.0,True
bb0aca2023,50.6,d,depto,no aplica,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
0afdb72023,84.2,d,depto,radiadores eléctricos,caldera,1.9,1.9,0.47,0.47,-1,0.0,True
1c2a412026,53.1,d,casa_pareada,no posee,calefont 14 litros,1.9,1.9,0.47,0.47,-1,0.0,True
a9712e2022,49.9,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,1.0,False
de17462019,48.4,d,depto,no posee,bomba de calor,1.9,1.9,0.47,0.47,-1,0.0,True
169f212026,61.1,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
4b331d2025,52.7,f,casa_pareada,no posee,"calefon splendid beyond 10 litros 2ev, gas licuado de 18 kw.",1.7,1.7,0.38,0.38,-1,0.0,True
dc98422025,54.3,a,depto,calefactor electrico,calefont 12 litros gl,4.0,4.0,0.84,0.84,-1,0.0,True
368fcc2024,81.1,d,casa_aislada,no posee,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
06bb0c2021,94.9,e,casa_aislada,caldera a gas sin condensacion encendido electronico control,caldera a gas licuado,1.7,1.7,0.38,0.38,-1,0.0,True
4c01b42026,32.3,f,depto,cuenta con dos estufas electricas mural digital una en living,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,-1,0.0,True
0b440a2023,52.8,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,58,1.0,False
ce67222025,42.6,d,depto,no posee,calefont tiro forzado 12 litros,1.9,1.9,0.47,0.47,-1,0.0,True
d432e12018,45.2,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,42,1.0,False
cd47ec2022,48.7,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
da2b5e2026,31.9,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
7062212023,53.5,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,58,1.0,False
956ddb2025,28.0,g,depto,calefactor eléctrico 1000 w,termo eléctrico,1.6,1.6,0.33,0.33,-1,0.0,True
85e51e2025,48.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
fbecae2023,50.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,0.6666666237676203,False
c4e42d2024,29.0,d,depto,no posee,central termica,1.9,1.9,0.47,0.47,38,1.0,False
29cc052023,48.6,d,casa_pareada,no aplica,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
90e16d2021,78.2,d,casa_pareada,no posee,calefont,1.7,1.7,0.38,0.38,9,1.0,False
0145c62026,44.5,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,1.0,False
5baefb2025,54.1,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
0bbaff2025,20.5,g,depto,sin sistema de calefacción.,termo eléctrico rheem.,1.6,1.6,0.33,0.33,-1,0.0,True
b51f172024,81.7,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,0.035856575237263794,False
f6025b2024,45.9,d,depto,no aplica,3 calderas murales de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
5ebaca2021,28.3,d,depto,no posee,estanque eléctrico 189 l,1.9,1.9,0.47,0.47,-1,0.0,True
e12cbd2025,44.1,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
eca2342025,41.0,d,depto,no posee,caldera condensación,1.9,1.9,0.47,0.47,13,1.0,False
a2ac962023,30.2,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,1.0,False
0bf9e72026,48.5,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,1.0,False
c24b242022,86.3,d,depto,0,"una caldera a gas natural ivar superac 520, potencia",1.9,1.9,0.47,0.47,-1,0.0,True
6d42942023,49.1,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
b403082024,56.0,b,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.00339213025673568,False
fcc55a2026,47.6,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
9138372025,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
e036a32024,28.3,d,depto,no posee,calefacción central mediante caldera de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
54808f2021,69.8,f,casa_aislada,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,14,0.22884858922265802,False
9731b52026,55.5,a,depto,no posee,termo eléctrico,4.0,4.0,0.0,0.0,-1,0.0,True
1947fc2024,55.3,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
232a3e2018,42.3,f,casa_aislada,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,14,0.22884858922265802,False
a457972026,40.4,d,depto,no posee,central de agua caliente para suministro de todos los departamentos,1.9,1.9,0.47,0.47,-1,0.0,True
b76ca62025,68.2,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,0.2688679239785099,False
1aef7d2025,48.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
cf7ff52026,48.6,d,depto,no aplica,1 calefón por cada departamento,1.9,1.9,0.47,0.47,-1,0.0,True
0eddbf2019,40.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
293e9b2026,42.7,g,casa_aislada,no posee,calefont glp,1.1,1.1,0.28,0.28,20,1.0,False
b238f12026,52.2,d,depto,caldera mural,caldera mural,1.9,1.9,0.47,0.47,-1,0.0,True
f5fa512022,52.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,47,1.0,False
01096e2023,47.0,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
346d162020,42.4,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,42,0.6923077517063757,False
e968212024,114.5,d,casa_aislada,no posee,calefont tiro forzado rheem 18 lts,1.9,1.9,0.47,0.47,-1,0.0,True
81ba882023,64.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
87ca542025,50.8,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,0.2647058810169847,False
5a1ce62024,55.0,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,1.0,False
fb43382020,52.3,f,depto,no posee,calefont glp,1.7,1.7,0.38,0.38,29,1.0,False
c8cf512025,35.9,d,depto,caldera mural,caldera mural,1.7,1.7,0.38,0.38,-1,0.0,True
ebabbf2024,50.9,b,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
9d73832026,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
9bfaf82025,53.2,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
87c3d22025,47.5,a,depto,no posee,"termo eléctrico anwo van200l, potencia 3.0 kw",4.0,4.0,0.84,0.84,4,1.0,False
02ab682023,29.0,d,depto,no considera,calefon con condensación,1.9,1.9,0.47,0.47,-1,0.0,True
1d89812022,48.3,c,casa_pareada,no posee,"calefon tiro natural, modelo master de 7 lts,",4.0,4.0,0.84,0.84,-1,0.0,True
1fc9b52020,55.5,c,depto,no posee,departamentos con sistema centralizado de caldera a condensación,4.0,4.0,0.84,0.84,-1,0.0,True
7f29e32025,48.7,g,casa_aislada,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,17,1.0,False
5aaa952022,45.0,d,depto,calefactor eléctrico por convección,sistema de generación central por caldera de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
ba4b712022,79.6,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
130e262024,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
6ee56a2023,102.1,d,casa_aislada,no posee,"calefon tiro natural, 16 litros.",1.9,1.9,0.47,0.47,-1,0.0,True
3587d22026,54.4,c,depto,calefactor electrico,calefont 10 litros gl,3.0,3.0,0.6,0.6,0,1.0,False
1541062023,57.4,d,depto,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,24,1.0,False
d0af492026,66.8,f,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,14,1.0,False
56be722019,56.2,d,depto,no posee,sistema de calentamiento de agua directo a gas 13 lt,1.9,1.9,0.47,0.47,-1,0.0,True
e2edf02025,98.8,c,casa_aislada,no posee,calefón 15 lts gas natural tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
efe08f2025,53.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,58,1.0,False
34fdd12024,53.9,d,depto,no posee,calefont 10 litros tiro forzado,3.0,3.0,0.6,0.6,11,0.009571054886205977,False
8ff2e22024,30.3,f,depto,no posee,calderas de condensación navien npe 32 swe,1.6,1.6,0.33,0.33,-1,0.0,True
05b9172026,47.0,d,casa_pareada,"estufa keroseno, 3 kw",calefont 10litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
e213d52025,49.2,a,casa_pareada,no posee,calefont glp,4.0,4.0,0.84,0.84,-1,0.0,True
ae191b2023,49.9,a,depto,no posee,"calefon splendid mvg tfi de 10 litros, de 17,6 kw potencia",4.0,4.0,0.84,0.84,4,1.0,False
a7baaf2023,52.0,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,1.0,False
87fed52025,49.8,g,depto,sin sistema,calefon junkers wd7,1.1,1.1,0.28,0.28,-1,0.0,True
940aeb2020,54.2,g,casa_aislada,no posee,calefont 7 litros tiro forzado,1.1,1.1,0.28,0.28,-1,0.0,True
45c49f2024,57.8,e,depto,sin sistema,calefont,1.7,1.7,0.38,0.38,35,1.0,False
cc92062025,51.0,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,0.3333333261834925,False
270cf72025,47.4,c,casa_pareada,no posee,"calefont a gas licuado 13 litros con potencia nominal de 22,9",4.0,4.0,0.84,0.84,-1,0.0,True
1f9a7f2024,56.6,c,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.00339213025673568,False
13d2c12025,48.6,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
ebfc9d2024,39.9,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,1.0,False
8d03ce2022,46.1,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.19999998455634352,False
b2186e2023,32.1,a,depto,no posee,sistema unitario,4.0,4.0,0.84,0.84,-1,0.0,True
c9c2652021,48.1,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
6ab6f62020,50.4,a,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
02b7472025,58.6,i,casa_pareada,no posee,calefont 7 litros tiro forzado,0.6,0.6,0.25,0.25,-1,0.0,True
1d91302024,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
d9d6982026,22.4,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
7998592024,56.3,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,0.831168814498329,False
2ab5b92022,79.4,d,casa_pareada,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,7,1.0,False
5346622019,102.1,f,casa_aislada,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,14,0.20797226758071705,False
4b4e412018,42.7,g,casa_aislada,no posee,calefont 7 litros tiro forzado,1.1,1.1,0.28,0.28,-1,0.0,True
874b3c2019,61.1,c,casa_aislada,no posee,calefont 14 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
31fe3f2023,59.8,a,depto,no posee,"termo eléctrico marca junkers, modelo elacell excellence",4.0,4.0,0.84,0.84,-1,0.0,True
3215e02025,81.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
37f7b82022,50.1,d,depto,no posee,calefont 10 litros tiro forzado,3.0,3.0,0.6,0.6,11,0.009571054886205977,False
64e9772025,53.4,f,casa_aislada,bomba de calor,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
4425402021,29.7,f,depto,no posee,calefont,1.7,1.7,0.38,0.38,-1,0.0,True
c59f8b2025,81.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
b575232022,30.8,d,depto,no posee,central térmica con bomba de calor,1.9,1.9,0.47,0.47,-1,0.0,True
65a4902023,28.7,d,depto,no posee,calefón de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
3066fe2022,62.5,d,casa_pareada,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,7,1.0,False
e0f12c2020,52.2,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,0.9596412794561086,False
3e75d02024,28.3,d,depto,no posee,termo eléctrico marca bosch 80 lt. modelo tronic 2000 t.,1.9,1.9,0.47,0.47,-1,0.0,True
c567022021,53.2,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
99b7552024,50.9,c,depto,sin sistema,calefont tiro forzado bosch,3.0,3.0,0.6,0.6,-1,0.0,True
cd9d5a2025,45.2,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
1408682022,51.8,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,36,0.02654312861602531,False
1c86622022,49.2,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,0.0,False
90eb582025,54.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
64b9e72025,53.1,c,casa_pareada,0,"calefón junkers smart wr13-2 km e31 s4305 13 litros, gas",4.0,4.0,0.84,0.84,-1,0.0,True
b53ebe2021,76.5,d,casa_aislada,no posee,calefont 13 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.012550881504633415,False
a99cfe2019,50.1,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,0.6666666237676203,False
cd493b2024,42.5,f,depto,no posee,calefont master 10l splendid,1.7,1.7,0.38,0.38,-1,0.0,True
ec15a92021,55.0,d,depto,no posee,calefont,1.7,1.7,0.38,0.38,50,0.025831117631745802,False
74a1462024,48.3,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,0.0,False
ee577a2021,54.5,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
b92da12021,43.1,d,depto,no posee,el edificio cuenta con 2 calderas para el edificio sur y 3 calderas,1.9,1.9,0.47,0.47,8,0.07259158922291108,False
1598d32023,54.2,g,casa_aislada,no posee,calefont 12 litros tiro forzado,1.6,1.6,0.33,0.33,-1,0.0,True
2bbf302022,41.4,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,0.9428571453785562,False
6158ed2022,50.6,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
a25be12025,51.9,b,depto,no posee,calefont 10 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
287d7d2025,55.5,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,45,1.0,False
6824622019,51.0,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,48,1.0,False
5409552024,69.4,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.8604651212905323,False
01616b2026,44.8,f,casa_pareada,bomba de calor tipo aire acondicionado aire-aire,calefont 7l gl splendid master,1.7,1.7,0.38,0.38,-1,0.0,True
c0a63d2024,39.3,d,depto,no posee,caldera central a gas,1.9,1.9,0.47,0.47,30,1.0,False
41d67a2021,60.0,f,casa_aislada,estufa a parafina marca toyotomi modelo ff-55 el que tiene,calefon marca mademsa modelo forzada tfm 10 eco gl/gn,1.6,1.6,0.33,0.33,-1,0.0,True
ac33b02025,33.7,d,depto,no posee,sistema centralizado a gas natural.,1.9,1.9,0.47,0.47,-1,0.0,True
3422622019,53.8,c,depto,no posee,calefont 12 litros,3.0,3.0,0.6,0.6,-1,0.0,True
2ce0b52021,48.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
65a9742026,111.8,d,casa_aislada,no posee,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
eed27f2021,45.3,d,depto,no posee,calefont 10 litros tiro forzado,3.0,3.0,0.6,0.6,11,0.009571054886205977,False
ccfbd32021,28.7,d,depto,no considera,central termica,1.9,1.9,0.47,0.47,-1,0.0,True
01bccf2021,47.8,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
73ede42019,43.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.14285714285714285,False
eec8032024,57.8,e,depto,sin sistema,calefont,1.7,1.7,0.38,0.38,35,1.0,False
c8fb712022,51.6,d,depto,no posee,calefont,1.9,1.9,0.47,0.47,50,1.0,False
9364252019,48.8,f,casa_aislada,estufa a parafina marca toyotomi modelo ff-v30 el que tiene,calefon marca mademsa modelo forzada tfm 10 eco gl/gn,1.6,1.6,0.33,0.33,-1,0.0,True
648c202020,93.0,d,depto,si posee,estanque de acumulación sistema centralizado,1.9,1.9,0.47,0.47,-1,0.0,True
bd780f2026,40.6,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
0fbc4c2025,49.3,c,depto,calefactor electrico,calefont 12 litros gl,3.0,3.0,0.6,0.6,0,1.0,False
9d9b862022,49.9,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,1.0,False
9e53e92025,47.5,a,depto,no posee,"termo eléctrico anwo van200l, potencia 3.0 kw",4.0,4.0,0.84,0.84,4,1.0,False
66bbce2022,48.1,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,36,1.0,False
fd7f932021,51.6,d,casa_pareada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
6e9b1f2022,44.1,e,depto,no considera,bomba de calor,1.7,1.7,0.38,0.38,-1,0.0,True
5a51b62023,28.7,d,depto,no posee,calefón de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
6ffe4d2022,22.1,d,depto,no posee,el edificio cuenta con 2 calderas sime 2r10 de 154.500 kcal/h,1.9,1.9,0.47,0.47,-1,0.0,True
7f0fce2026,48.5,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,1.0,False
9371822023,49.9,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,1.0,False
2f944f2025,57.8,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
65bd452021,74.1,d,casa_aislada,estufa a gas,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
d24ac52020,44.4,d,depto,sistema centralizado por piso radiante,sistema centralizado por caldera a gas,1.9,1.9,0.47,0.47,-1,0.0,True
4bef4c2025,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
2418922025,52.7,a,depto,no posee,"calefón mademsa forced 10 eco gl, 10 litros, gas licuado",4.0,4.0,0.84,0.84,-1,0.0,True
6838f62024,45.8,d,depto,no aplica,3 calderas murales de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
0aff182021,99.0,d,casa_aislada,la calefaccion queda provista mediante convectores electricos,el agua caliente queda provista mediante calefon automatico,1.7,1.7,0.38,0.38,-1,0.0,True
a8cfb82025,45.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,59,1.0,False
4859432022,49.6,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,0.9799999703481791,False
de7bb22023,52.4,c,depto,no posee,calefont,3.0,3.0,0.6,0.6,-1,0.0,True
0a05632021,37.3,d,depto,no posee,central de calderas de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
ff40132025,63.2,c,depto,no posee,caldera de condensación ares tec 770,3.0,3.0,0.0,0.0,-1,0.0,True
339e062025,58.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,46,1.0,False
91026f2022,50.6,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
409ce82019,57.0,g,depto,caldera shaffoteaux,caldera shaffoteaux,1.1,1.1,0.28,0.28,-1,0.0,True
7d4a742018,74.9,d,casa_aislada,estufas convección forzada gas natural,calefont gas natural,1.9,1.9,0.47,0.47,-1,0.0,True
66c28c2022,41.4,f,casa_aislada,no posee,calefont glp,1.6,1.6,0.33,0.33,19,1.0,False
efc65f2022,48.1,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,36,1.0,False
d4f20d2025,48.7,g,casa_aislada,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,17,1.0,False
6daef32026,71.7,d,casa_pareada,sin sistema,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
5f401f2024,47.6,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,0.8500000115827424,False
47bc7f2018,41.2,i,casa_aislada,no posee,"calefont ionizado - glp, marca junkers, modelo w 10",,,,,-1,0.0,True
fa37242025,28.1,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
64a6c12025,38.9,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
2d7cc02025,45.9,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,59,1.0,False
81b13f2022,49.7,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,0.46153849123780327,False
a827762026,45.4,d,depto,no posee,el edificio cuenta con 3 calderas de condensación aldens wm,1.9,1.9,0.47,0.47,-1,0.0,True
2b23982024,47.7,f,depto,no posee,calefont glp,1.6,1.6,0.33,0.33,29,1.0,False
c25c092021,49.5,f,casa_aislada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,15,1.0,False
f55cdc2023,45.1,b,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
deb95b2021,74.0,d,casa_pareada,opcional,mediante colector solar térmico por termosifón,1.9,1.9,0.47,0.47,-1,0.0,True
34a8fc2022,29.8,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
7e4ad72024,53.6,d,depto,no posee,caldera a gas centralizada,1.9,1.9,0.47,0.47,-1,0.0,True
c16bf52025,78.2,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.5692307794656191,False
8bb2fa2024,38.6,g,depto,no posee,calefont individual. gas licuado,1.6,1.6,0.33,0.33,-1,0.0,True
e4fbdd2026,79.4,a,depto,no posee,termo eléctrico,4.0,4.0,0.0,0.0,-1,0.0,True
2f49c72023,52.2,f,depto,no aplica,calefont glp,1.6,1.6,0.33,0.33,-1,0.0,True
d8f2c52024,51.4,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
9fe6522025,59.5,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,46,1.0,False
553c202023,46.2,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,1.0,False
5479f62022,27.8,d,depto,no considera,central térmica,1.9,1.9,0.47,0.47,-1,0.0,True
04aa842022,84.4,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.5692307794656191,False
a1cb372025,48.0,c,depto,no posee,termo electrico pie,4.0,4.0,0.84,0.84,-1,0.0,True
9eb83b2025,49.3,d,depto,no posee,el edificio cuenta con 7 calderas condensación de gas natural,1.9,1.9,0.47,0.47,-1,0.0,True
f21b542025,54.4,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
c561082026,53.1,d,casa_pareada,no posee,calefont 14 litros,1.9,1.9,0.47,0.47,-1,0.0,True
31b1f32024,40.0,c,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.16393443473783859,False
544b522021,52.1,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,36,0.02654312861602531,False
f116672023,55.2,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,1.0,False
625a4b2023,68.6,e,casa_pareada,no aplica,calefont glp,1.7,1.7,0.38,0.38,-1,0.0,True
b041da2022,35.2,d,depto,losa radiante mediante bomba de calor aerotérmica,bomba de calor aerotérmica,1.9,1.9,0.47,0.47,-1,0.0,True
816c152025,59.5,d,casa_aislada,0,"calefón junkers hidrowind wr13-2 km e31 s4305 13 litros,",1.9,1.9,0.47,0.47,-1,0.0,True
4cbed02021,87.2,f,casa_aislada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,15,1.0,False
c0b9de2024,53.2,a,depto,no posee,"calefon splendid mvg tfi de 10 litros, de 17,6 kw potencia",4.0,4.0,0.84,0.84,4,1.0,False
f7c65f2026,47.6,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
923d8f2018,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
89618f2024,46.0,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,59,1.0,False
fff09f2020,34.8,d,depto,no posee,calentamiento de agua con caldera a condensación,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
c0c6522021,77.8,d,casa_aislada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
012fce2022,49.6,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,0.9799999703481791,False
c868a72024,51.0,b,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.00339213025673568,False
e069692023,29.4,c,depto,no posee,calefon de condensación en cascada,3.0,3.0,0.6,0.6,-1,0.0,True
